,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Gender_ss,Married_ss,Dependents_ss,Education_ss,Self_Employed_ss,ApplicantIncome_ss,CoapplicantIncome_ss,LoanAmount_ss,Loan_Amount_Term_ss,Credit_History_ss,Property_Area_ss,Gender_normalization,Married_normalization,Dependents_normalization,Education_normalization,Self_Employed_normalization,ApplicantIncome_normalization,CoapplicantIncome_normalization,LoanAmount_normalization,Loan_Amount_Term_normalization,Credit_History_normalization,Property_Area_normalization
23,0,0,0,1,0,3765,0,125.0,360.0,1.0,2,-2.0598196869767857,-1.3186379223081877,-0.7582219937826586,1.835496559257908,-0.3348450568863338,-0.05126207400891063,-0.9135582701537549,-0.030476171653651837,0.0,0.0,1.1187637872164238,0.0,0.0,0.0,1.0,0.0,0.45176385889128867,0.0,-27.595833333333335,-360.0,-1.0,1.0
24,1,1,0,0,0,5400,4380,125.0,360.0,1.0,2,0.4854793875029462,0.7583582900828203,-0.7582219937826586,-0.5448116995677182,-0.3348450568863338,1.0564318004077704,2.128412561357765,-0.030476171653651837,0.0,0.0,1.1187637872164238,1.0,1.0,0.0,0.0,0.0,0.6479481641468683,0.830804248861912,-27.595833333333335,-360.0,-1.0,1.0
25,1,0,0,0,0,0,1025,148.0,360.0,1.0,0,0.4854793875029462,-1.3186379223081877,-0.7582219937826586,-0.5448116995677182,-0.3348450568863338,-2.6020066839042033,-0.20168153446898132,0.5502221690426825,0.0,0.0,-1.3107410051411352,1.0,0.0,0.0,0.0,0.0,0.0,0.19442336874051594,-27.5,-360.0,-1.0,0.0
26,1,1,2,0,0,4363,1250,140.0,360.0,1.0,2,0.4854793875029462,0.7583582900828203,1.1219636259351504,-0.5448116995677182,-0.3348450568863338,0.3538761136982302,-0.0454159095625676,0.3482401374961314,0.0,0.0,1.1187637872164238,1.0,1.0,0.6666666666666666,0.0,0.0,0.523518118550516,0.23710166919575112,-27.533333333333335,-360.0,-1.0,1.0
27,1,1,0,0,0,7500,3750,125.0,360.0,1.0,2,0.4854793875029462,0.7583582900828203,-0.7582219937826586,-0.5448116995677182,-0.3348450568863338,2.4791578776402043,1.690868811619807,-0.030476171653651837,0.0,0.0,1.1187637872164238,1.0,1.0,0.0,0.0,0.0,0.8999280057595392,0.7113050075872535,-27.595833333333335,-360.0,-1.0,1.0
28,1,1,0,0,0,3772,833,57.0,360.0,1.0,1,0.4854793875029462,0.7583582900828203,-0.7582219937826586,-0.5448116995677182,-0.3348450568863338,-0.04651965375146918,-0.3350282010557877,-1.747323439799336,0.0,0.0,-0.09598860896235581,1.0,1.0,0.0,0.0,0.0,0.45260379169666426,0.15800455235204855,-27.879166666666666,-360.0,-1.0,0.5
29,1,0,0,0,0,2942,2382,125.0,360.0,1.0,2,0.4854793875029462,-1.3186379223081877,-0.7582219937826586,-0.5448116995677182,-0.3348450568863338,-0.6088351985623837,0.7407738121888117,-0.030476171653651837,0.0,0.0,1.1187637872164238,1.0,0.0,0.0,0.0,0.0,0.35301175905927523,0.45182094081942337,-27.595833333333335,-360.0,-1.0,1.0
30,0,0,0,1,0,2478,0,75.0,360.0,1.0,1,-2.0598196869767857,-1.3186379223081877,-0.7582219937826586,1.835496559257908,-0.3348450568863338,-0.923189912769931,-0.9135582701537549,-1.292863868819596,0.0,0.0,-0.09598860896235581,0.0,0.0,0.0,1.0,0.0,0.2973362131029518,0.0,-27.804166666666667,-360.0,-1.0,0.5
31,1,1,2,0,0,6250,820,192.0,360.0,1.0,2,0.4854793875029462,0.7583582900828203,1.1219636259351504,-0.5448116995677182,-0.3348450568863338,1.6322971173828031,-0.34405688160593606,1.6611233425487133,0.0,0.0,1.1187637872164238,1.0,1.0,0.6666666666666666,0.0,0.0,0.749940004799616,0.15553869499241274,-27.316666666666666,-360.0,-1.0,1.0
32,1,0,0,0,0,3268,1683,152.0,360.0,1.0,1,0.4854793875029462,-1.3186379223081877,-0.7582219937826586,-0.5448116995677182,-0.3348450568863338,-0.3879739122872534,0.2553086041462197,0.651213184815958,0.0,0.0,-0.09598860896235581,1.0,0.0,0.0,0.0,0.0,0.39212862970962326,0.31923368740515934,-27.483333333333334,-360.0,-1.0,0.5
33,1,1,0,0,0,2783,2708,158.0,360.0,1.0,2,0.4854793875029462,0.7583582900828203,-0.7582219937826586,-0.5448116995677182,-0.3348450568863338,-0.7165558872671252,0.9671853398309933,0.8026997084758714,0.0,0.0,1.1187637872164238,1.0,1.0,0.0,0.0,0.0,0.33393328533717304,0.5136570561456753,-27.458333333333332,-360.0,-1.0,1.0
34,1,1,0,0,0,2740,1541,101.0,360.0,1.0,2,0.4854793875029462,0.7583582900828203,-0.7582219937826586,-0.5448116995677182,-0.3348450568863338,-0.7456878974199798,0.15668763198306082,-0.636422266293305,0.0,0.0,1.1187637872164238,1.0,1.0,0.0,0.0,0.0,0.3287736981041517,0.292298937784522,-27.695833333333333,-360.0,-1.0,1.0
35,1,0,0,0,0,3150,0,176.0,360.0,1.0,1,0.4854793875029462,-1.3186379223081877,-0.7582219937826586,-0.5448116995677182,-0.3348450568863338,-0.46791756805555207,-0.9135582701537549,1.2571592794556112,0.0,0.0,-0.09598860896235581,1.0,0.0,0.0,0.0,0.0,0.3779697624190065,0.0,-27.383333333333333,-360.0,-1.0,0.5
36,1,1,2,0,0,7350,4029,185.0,360.0,1.0,2,0.4854793875029462,0.7583582900828203,1.1219636259351504,-0.5448116995677182,-0.3348450568863338,2.3775345864093165,1.8846381865037598,1.4843890649454812,0.0,0.0,1.1187637872164238,1.0,1.0,0.6666666666666666,0.0,0.0,0.8819294456443485,0.7642261001517451,-27.345833333333335,-360.0,-1.0,1.0
37,1,1,0,0,1,2267,2792,90.0,360.0,1.0,2,0.4854793875029462,0.7583582900828203,-0.7582219937826586,-0.5448116995677182,2.986455912770004,-1.0661400091013804,1.025524506462721,-0.9141475596698128,0.0,0.0,1.1187637872164238,1.0,1.0,0.0,0.0,1.0,0.2720182385409167,0.5295902883156297,-27.741666666666667,-360.0,-1.0,1.0
38,1,0,0,0,1,5833,0,116.0,360.0,1.0,2,0.4854793875029462,-1.3186379223081877,-0.7582219937826586,-0.5448116995677182,2.986455912770004,1.3497843677609342,-0.9135582701537549,-0.2577059571435218,0.0,0.0,1.1187637872164238,1.0,0.0,0.0,0.0,1.0,0.6999040076793857,0.0,-27.633333333333333,-360.0,-1.0,1.0
39,1,0,0,0,0,3643,1963,138.0,360.0,1.0,2,0.4854793875029462,-1.3186379223081877,-0.7582219937826586,-0.5448116995677182,-0.3348450568863338,-0.133915684210033,0.4497724929186456,0.29774462960949366,0.0,0.0,1.1187637872164238,1.0,0.0,0.0,0.0,0.0,0.43712502999760017,0.3723444613050076,-27.541666666666668,-360.0,-1.0,1.0
40,1,1,0,0,0,5629,818,100.0,360.0,1.0,2,0.4854793875029462,0.7583582900828203,-0.7582219937826586,-0.5448116995677182,-0.3348450568863338,1.2115766916869262,-0.34544590938288194,-0.6616700202366239,0.0,0.0,1.1187637872164238,1.0,1.0,0.0,0.0,0.0,0.6754259659227262,0.15515933232169954,-27.7,-360.0,-1.0,1.0
41,0,0,0,0,0,3644,0,110.0,360.0,1.0,2,-2.0598196869767857,-1.3186379223081877,-0.7582219937826586,-0.5448116995677182,-0.3348450568863338,-0.13323819560182706,-0.9135582701537549,-0.40919248080343507,0.0,0.0,1.1187637872164238,0.0,0.0,0.0,0.0,0.0,0.43724502039836816,0.0,-27.658333333333335,-360.0,-1.0,1.0
42,1,1,0,1,0,1750,2024,90.0,360.0,1.0,1,0.4854793875029462,0.7583582900828203,-0.7582219937826586,1.835496559257908,-0.3348450568863338,-1.4164016195438416,0.4921378401154956,-0.9141475596698128,0.0,0.0,-0.09598860896235581,1.0,1.0,0.0,1.0,0.0,0.20998320134389248,0.38391502276176026,-27.741666666666667,-360.0,-1.0,0.5
43,1,0,0,0,0,6500,2600,200.0,360.0,1.0,1,0.4854793875029462,-1.3186379223081877,-0.7582219937826586,-0.5448116995677182,-0.3348450568863338,1.8016692694342835,0.8921778398759147,1.8631053740952646,0.0,0.0,-0.09598860896235581,1.0,0.0,0.0,0.0,0.0,0.7799376049916007,0.4931714719271624,-27.283333333333335,-360.0,-1.0,0.5
44,0,0,0,0,0,3666,0,84.0,360.0,1.0,2,-2.0598196869767857,-1.3186379223081877,-0.7582219937826586,-0.5448116995677182,-0.3348450568863338,-0.11833344622129681,-0.9135582701537549,-1.065634083329726,0.0,0.0,1.1187637872164238,0.0,0.0,0.0,0.0,0.0,0.4398848092152628,0.0,-27.766666666666666,-360.0,-1.0,1.0
45,1,1,0,0,0,4260,3900,185.0,360.0,1.0,2,0.4854793875029462,0.7583582900828203,-0.7582219937826586,-0.5448116995677182,-0.3348450568863338,0.2840947870530203,1.7950458948907493,1.4843890649454812,0.0,0.0,1.1187637872164238,1.0,1.0,0.0,0.0,0.0,0.5111591072714183,0.7397572078907435,-27.345833333333335,-360.0,-1.0,1.0
46,1,1,0,1,0,4163,1475,162.0,360.0,1.0,2,0.4854793875029462,0.7583582900828203,-0.7582219937826586,1.835496559257908,-0.3348450568863338,0.21837839205704596,0.11084971534384612,0.9036907242491469,0.0,0.0,1.1187637872164238,1.0,1.0,0.0,1.0,0.0,0.49952003839692827,0.27977996965098634,-27.441666666666666,-360.0,-1.0,1.0
47,1,0,0,1,0,2356,1902,108.0,360.0,1.0,1,0.4854793875029462,-1.3186379223081877,-0.7582219937826586,1.835496559257908,-0.3348450568863338,-1.0058435229710534,0.4074071457217957,-0.4596879886900729,0.0,0.0,-0.09598860896235581,1.0,0.0,0.0,1.0,0.0,0.28269738420926327,0.3607738998482549,-27.666666666666668,-360.0,-1.0,0.5
48,1,0,0,0,0,6792,3338,187.0,360.0,1.0,2,0.4854793875029462,-1.3186379223081877,-0.7582219937826586,-0.5448116995677182,-0.3348450568863338,1.9994959430304124,1.4047290895689517,1.534884572832119,0.0,0.0,1.1187637872164238,1.0,0.0,0.0,0.0,0.0,0.8149748020158387,0.6331562974203339,-27.3375,-360.0,-1.0,1.0
49,1,1,3,1,1,8000,250,187.0,360.0,1.0,1,0.4854793875029462,0.7583582900828203,2.0620564357940547,1.835496559257908,2.986455912770004,2.817902181743165,-0.7399297980355175,1.534884572832119,0.0,0.0,-0.09598860896235581,1.0,1.0,1.0,1.0,1.0,0.9599232061435086,0.04742033383915023,-27.3375,-360.0,-1.0,0.5
50,1,1,1,0,0,2419,1707,124.0,360.0,1.0,2,0.4854793875029462,0.7583582900828203,0.1818708160762458,-0.5448116995677182,-0.3348450568863338,-0.9631617406540803,0.27197693746957047,-0.055723925596970716,0.0,0.0,1.1187637872164238,1.0,1.0,0.3333333333333333,0.0,0.0,0.2902567794576434,0.32378603945371776,-27.6,-360.0,-1.0,1.0
51,1,1,3,1,0,3500,833,120.0,360.0,1.0,1,0.4854793875029462,0.7583582900828203,2.0620564357940547,1.835496559257908,-0.3348450568863338,-0.23079655518347972,-0.3350282010557877,-0.15671494137024625,0.0,0.0,-0.09598860896235581,1.0,1.0,1.0,1.0,0.0,0.41996640268778496,0.15800455235204855,-27.616666666666667,-360.0,-1.0,0.5
52,1,1,1,0,0,3500,3077,160.0,360.0,1.0,1,0.4854793875029462,0.7583582900828203,0.1818708160762458,-0.5448116995677182,-0.3348450568863338,-0.23079655518347972,1.2234609646775119,0.8531952163625091,0.0,0.0,-0.09598860896235581,1.0,1.0,0.3333333333333333,0.0,0.0,0.41996640268778496,0.583649468892261,-27.45,-360.0,-1.0,0.5
53,1,1,2,0,0,4116,1000,30.0,360.0,1.0,2,0.4854793875029462,0.7583582900828203,1.1219636259351504,-0.5448116995677182,-0.3348450568863338,0.18653642747136767,-0.21904438168080506,-2.4290127962689456,0.0,0.0,1.1187637872164238,1.0,1.0,0.6666666666666666,0.0,0.0,0.49388048956083513,0.18968133535660092,-27.991666666666667,-360.0,-1.0,1.0
54,1,1,0,1,1,5293,0,92.0,360.0,1.0,2,0.4854793875029462,0.7583582900828203,-0.7582219937826586,1.835496559257908,2.986455912770004,0.9839405193297368,-0.9135582701537549,-0.863652051783175,0.0,0.0,1.1187637872164238,1.0,1.0,0.0,1.0,1.0,0.6351091912646988,0.0,-27.733333333333334,-360.0,-1.0,1.0
55,1,0,0,0,0,2750,0,130.0,360.0,1.0,2,0.4854793875029462,-1.3186379223081877,-0.7582219937826586,-0.5448116995677182,-0.3348450568863338,-0.7389130113379205,-0.9135582701537549,0.09576259806294259,0.0,0.0,1.1187637872164238,1.0,0.0,0.0,0.0,0.0,0.3299736021118311,0.0,-27.575,-360.0,-1.0,1.0
56,0,0,0,1,0,4402,0,130.0,360.0,1.0,0,-2.0598196869767857,-1.3186379223081877,-0.7582219937826586,1.835496559257908,-0.3348450568863338,0.3802981694182611,-0.9135582701537549,0.09576259806294259,0.0,0.0,-1.3107410051411352,0.0,0.0,0.0,1.0,0.0,0.5281977441804656,0.0,-27.575,-360.0,-1.0,0.0
57,1,1,2,0,0,3613,3539,134.0,360.0,1.0,1,0.4854793875029462,0.7583582900828203,1.1219636259351504,-0.5448116995677182,-0.3348450568863338,-0.15424034245621063,1.5443263811520145,0.19675361383621812,0.0,0.0,-0.09598860896235581,1.0,1.0,0.6666666666666666,0.0,0.0,0.433525317974562,0.6712822458270106,-27.558333333333334,-360.0,-1.0,0.5
58,0,1,2,0,0,2779,3664,176.0,360.0,1.0,1,-2.0598196869767857,0.7583582900828203,1.1219636259351504,-0.5448116995677182,-0.3348450568863338,-0.7192658416999488,1.6311406172111331,1.2571592794556112,0.0,0.0,-0.09598860896235581,0.0,1.0,0.6666666666666666,0.0,0.0,0.33345332373410125,0.6949924127465857,-27.383333333333333,-360.0,-1.0,0.5
59,1,1,3,0,0,4720,0,90.0,360.0,1.0,1,0.4854793875029462,0.7583582900828203,2.0620564357940547,-0.5448116995677182,-0.3348450568863338,0.595739546827744,-0.9135582701537549,-0.9141475596698128,0.0,0.0,-0.09598860896235581,1.0,1.0,1.0,0.0,0.0,0.56635469162467,0.0,-27.741666666666667,-360.0,-1.0,0.5
60,1,1,0,1,0,2415,1721,110.0,360.0,1.0,1,0.4854793875029462,0.7583582900828203,-0.7582219937826586,1.835496559257908,-0.3348450568863338,-0.9658716950869041,0.28170013190819176,-0.40919248080343507,0.0,0.0,-0.09598860896235581,1.0,1.0,0.0,1.0,0.0,0.28977681785457166,0.32644157814871017,-27.658333333333335,-360.0,-1.0,0.5
61,1,1,0,0,1,7016,292,125.0,360.0,1.0,2,0.4854793875029462,0.7583582900828203,-0.7582219937826586,-0.5448116995677182,2.986455912770004,2.1512533912685385,-0.7107602147196536,-0.030476171653651837,0.0,0.0,1.1187637872164238,1.0,1.0,0.0,0.0,1.0,0.841852651787857,0.05538694992412747,-27.595833333333335,-360.0,-1.0,1.0
62,0,0,2,0,0,4968,0,189.0,360.0,1.0,1,-2.0598196869767857,-1.3186379223081877,1.1219636259351504,-0.5448116995677182,-0.3348450568863338,0.7637567216628124,-0.9135582701537549,1.5853800807187568,0.0,0.0,-0.09598860896235581,0.0,0.0,0.6666666666666666,0.0,0.0,0.5961123110151187,0.0,-27.329166666666666,-360.0,-1.0,0.5
63,0,0,0,0,0,2101,1500,108.0,360.0,1.0,0,-2.0598196869767857,-1.3186379223081877,-0.7582219937826586,-0.5448116995677182,-0.3348450568863338,-1.1786031180635632,0.12821256255566987,-0.4596879886900729,0.0,0.0,-1.3107410051411352,0.0,0.0,0.0,0.0,0.0,0.25209983201343894,0.2845220030349014,-27.666666666666668,-360.0,-1.0,0.0
64,1,1,3,1,0,4490,0,125.0,360.0,1.0,2,0.4854793875029462,0.7583582900828203,2.0620564357940547,1.835496559257908,-0.3348450568863338,0.43991716694038213,-0.9135582701537549,-0.030476171653651837,0.0,0.0,1.1187637872164238,1.0,1.0,1.0,1.0,0.0,0.5387568994480442,0.0,-27.595833333333335,-360.0,-1.0,1.0
65,1,1,0,0,0,2917,3583,138.0,360.0,1.0,1,0.4854793875029462,0.7583582900828203,-0.7582219937826586,-0.5448116995677182,-0.3348450568863338,-0.6257724137675317,1.5748849922448243,0.29774462960949366,0.0,0.0,-0.09598860896235581,1.0,1.0,0.0,0.0,0.0,0.3500119990400768,0.6796282245827011,-27.541666666666668,-360.0,-1.0,0.5
66,1,1,0,1,0,4700,0,135.0,360.0,1.0,1,0.4854793875029462,0.7583582900828203,-0.7582219937826586,1.835496559257908,-0.3348450568863338,0.5821897746636255,-0.9135582701537549,0.222001367779537,0.0,0.0,-0.09598860896235581,1.0,1.0,0.0,1.0,0.0,0.5639548836093112,0.0,-27.554166666666667,-360.0,-1.0,0.5
67,1,1,0,0,0,3445,0,130.0,360.0,1.0,1,0.4854793875029462,0.7583582900828203,-0.7582219937826586,-0.5448116995677182,-0.3348450568863338,-0.2680584286348054,-0.9135582701537549,0.09576259806294259,0.0,0.0,-0.09598860896235581,1.0,1.0,0.0,0.0,0.0,0.41336693064554836,0.0,-27.575,-360.0,-1.0,0.5
68,1,1,0,0,0,7666,0,187.0,360.0,1.0,1,0.4854793875029462,0.7583582900828203,-0.7582219937826586,-0.5448116995677182,-0.3348450568863338,2.5916209866023876,-0.9135582701537549,1.534884572832119,0.0,0.0,-0.09598860896235581,1.0,1.0,0.0,0.0,0.0,0.919846412287017,0.0,-27.3375,-360.0,-1.0,0.5
69,1,1,0,0,0,2458,5105,188.0,360.0,1.0,0,0.4854793875029462,0.7583582900828203,-0.7582219937826586,-0.5448116995677182,-0.3348450568863338,-0.9367396849340495,2.6319351305006538,1.560132326775438,0.0,0.0,-1.3107410051411352,1.0,1.0,0.0,0.0,0.0,0.294936405087593,0.9683232169954477,-27.333333333333332,-360.0,-1.0,0.0
70,0,0,0,0,0,3250,0,95.0,360.0,1.0,1,-2.0598196869767857,-1.3186379223081877,-0.7582219937826586,-0.5448116995677182,-0.3348450568863338,-0.40016870723495995,-0.9135582701537549,-0.7879087899532183,0.0,0.0,-0.09598860896235581,0.0,0.0,0.0,0.0,0.0,0.38996880249580035,0.0,-27.720833333333335,-360.0,-1.0,0.5
71,1,0,0,0,0,4463,0,65.0,360.0,1.0,1,0.4854793875029462,-1.3186379223081877,-0.7582219937826586,-0.5448116995677182,-0.3348450568863338,0.4216249745188223,-0.9135582701537549,-1.5453414082527848,0.0,0.0,-0.09598860896235581,1.0,0.0,0.0,0.0,0.0,0.5355171586273099,0.0,-27.845833333333335,-360.0,-1.0,0.5
